year_aot,month_aot,day_aot,NO2_aot,station_aot,Date
2013,10,15,52,Aotizhongxin,10/15/2013
2013,10,15,51,Aotizhongxin,10/15/2013
2013,10,15,54,Aotizhongxin,10/15/2013
2013,10,15,41,Aotizhongxin,10/15/2013
2013,10,15,28,Aotizhongxin,10/15/2013
2013,10,15,23,Aotizhongxin,10/15/2013
2013,10,15,20,Aotizhongxin,10/15/2013
2013,10,15,40,Aotizhongxin,10/15/2013
2013,10,15,61,Aotizhongxin,10/15/2013
2013,10,15,69,Aotizhongxin,10/15/2013
2013,10,15,79,Aotizhongxin,10/15/2013
2013,10,15,87,Aotizhongxin,10/15/2013
2013,10,15,85,Aotizhongxin,10/15/2013
2013,10,15,86,Aotizhongxin,10/15/2013
2013,10,16,81,Aotizhongxin,10/16/2013
2013,10,16,65,Aotizhongxin,10/16/2013
2013,10,16,62,Aotizhongxin,10/16/2013
2013,10,16,54,Aotizhongxin,10/16/2013
2013,10,16,49,Aotizhongxin,10/16/2013
2013,10,16,46,Aotizhongxin,10/16/2013
2013,10,16,44,Aotizhongxin,10/16/2013
2013,10,16,47,Aotizhongxin,10/16/2013
2013,10,16,55,Aotizhongxin,10/16/2013
2013,10,16,61,Aotizhongxin,10/16/2013
2013,10,16,73,Aotizhongxin,10/16/2013
2013,10,16,83,Aotizhongxin,10/16/2013
2013,10,16,86,Aotizhongxin,10/16/2013
2013,10,16,50,Aotizhongxin,10/16/2013
2013,10,16,43,Aotizhongxin,10/16/2013
2013,10,16,51,Aotizhongxin,10/16/2013
2013,10,16,66,Aotizhongxin,10/16/2013
2013,10,16,108,Aotizhongxin,10/16/2013
2013,10,16,112,Aotizhongxin,10/16/2013
2013,10,16,103,Aotizhongxin,10/16/2013
2013,10,16,96,Aotizhongxin,10/16/2013
2013,10,17,92,Aotizhongxin,10/17/2013
2013,10,17,86,Aotizhongxin,10/17/2013
2013,10,17,85,Aotizhongxin,10/17/2013
2013,10,17,87,Aotizhongxin,10/17/2013
2013,10,17,78,Aotizhongxin,10/17/2013
2013,10,17,70,Aotizhongxin,10/17/2013
2013,10,17,60,Aotizhongxin,10/17/2013
2013,10,17,61,Aotizhongxin,10/17/2013
2013,10,17,67,Aotizhongxin,10/17/2013
2013,10,17,80,Aotizhongxin,10/17/2013
2013,10,17,104,Aotizhongxin,10/17/2013
2013,10,17,136,Aotizhongxin,10/17/2013
2013,10,17,149,Aotizhongxin,10/17/2013
2013,10,17,99,Aotizhongxin,10/17/2013
2013,10,17,65,Aotizhongxin,10/17/2013
2013,10,17,54,Aotizhongxin,10/17/2013
2013,10,17,64,Aotizhongxin,10/17/2013
2013,10,17,91,Aotizhongxin,10/17/2013
2013,10,17,123,Aotizhongxin,10/17/2013
2013,10,17,137,Aotizhongxin,10/17/2013
2013,10,17,135,Aotizhongxin,10/17/2013
2013,10,17,132,Aotizhongxin,10/17/2013
2013,10,18,127,Aotizhongxin,10/18/2013
2013,10,18,119,Aotizhongxin,10/18/2013
2013,10,18,122,Aotizhongxin,10/18/2013
2013,10,18,108,Aotizhongxin,10/18/2013
2013,10,18,99,Aotizhongxin,10/18/2013
2013,10,18,91,Aotizhongxin,10/18/2013
2013,10,18,85,Aotizhongxin,10/18/2013
2013,10,18,84,Aotizhongxin,10/18/2013
2013,10,18,93,Aotizhongxin,10/18/2013
2013,10,18,104,Aotizhongxin,10/18/2013
2013,10,18,117,Aotizhongxin,10/18/2013
2013,10,18,126,Aotizhongxin,10/18/2013
2013,10,18,142,Aotizhongxin,10/18/2013
2013,10,18,140,Aotizhongxin,10/18/2013
2013,10,18,154,Aotizhongxin,10/18/2013
2013,10,18,147,Aotizhongxin,10/18/2013
2013,10,18,143,Aotizhongxin,10/18/2013
2013,10,18,149,Aotizhongxin,10/18/2013
2013,10,18,163,Aotizhongxin,10/18/2013
2013,10,18,166,Aotizhongxin,10/18/2013
2013,10,18,159,Aotizhongxin,10/18/2013
2013,10,18,158,Aotizhongxin,10/18/2013
2013,10,19,136,Aotizhongxin,10/19/2013
2013,10,19,125,Aotizhongxin,10/19/2013
2013,10,19,117,Aotizhongxin,10/19/2013
2013,10,19,109,Aotizhongxin,10/19/2013
2013,10,19,97,Aotizhongxin,10/19/2013
2013,10,19,66,Aotizhongxin,10/19/2013
2013,10,19,46,Aotizhongxin,10/19/2013
2013,10,19,41,Aotizhongxin,10/19/2013
2013,10,19,35,Aotizhongxin,10/19/2013
2013,10,19,18,Aotizhongxin,10/19/2013
2013,10,19,16,Aotizhongxin,10/19/2013
2013,10,19,15,Aotizhongxin,10/19/2013
2013,10,19,23,Aotizhongxin,10/19/2013
2013,10,19,31,Aotizhongxin,10/19/2013
2013,10,19,22,Aotizhongxin,10/19/2013
2013,10,19,54,Aotizhongxin,10/19/2013
2013,10,20,66,Aotizhongxin,10/20/2013
2013,10,20,68,Aotizhongxin,10/20/2013
2013,10,20,59,Aotizhongxin,10/20/2013
2013,10,20,51,Aotizhongxin,10/20/2013
2013,10,20,58,Aotizhongxin,10/20/2013
2013,10,20,50,Aotizhongxin,10/20/2013
2013,10,20,44,Aotizhongxin,10/20/2013
2013,10,20,31,Aotizhongxin,10/20/2013
2013,10,20,25,Aotizhongxin,10/20/2013
2013,10,20,19,Aotizhongxin,10/20/2013
2013,10,20,36,Aotizhongxin,10/20/2013
2013,10,20,75,Aotizhongxin,10/20/2013
2013,10,20,87,Aotizhongxin,10/20/2013
2013,10,20,89.9214,Aotizhongxin,10/20/2013
2013,10,20,89,Aotizhongxin,10/20/2013
2013,10,20,91,Aotizhongxin,10/20/2013
2013,10,20,88,Aotizhongxin,10/20/2013
2013,10,21,86,Aotizhongxin,10/21/2013
2013,10,21,77,Aotizhongxin,10/21/2013
2013,10,21,76,Aotizhongxin,10/21/2013
2013,10,21,80,Aotizhongxin,10/21/2013
2013,10,21,85,Aotizhongxin,10/21/2013
2013,10,21,72,Aotizhongxin,10/21/2013
2013,10,21,57,Aotizhongxin,10/21/2013
2013,10,21,58,Aotizhongxin,10/21/2013
2013,10,21,63,Aotizhongxin,10/21/2013
2013,10,21,74,Aotizhongxin,10/21/2013
2013,10,21,95,Aotizhongxin,10/21/2013
2013,10,21,132,Aotizhongxin,10/21/2013
2013,10,21,92,Aotizhongxin,10/21/2013
2013,10,21,54,Aotizhongxin,10/21/2013
2013,10,21,53.7886,Aotizhongxin,10/21/2013
2013,10,21,111,Aotizhongxin,10/21/2013
2013,10,21,125,Aotizhongxin,10/21/2013
2013,10,21,124,Aotizhongxin,10/21/2013
2013,10,21,119,Aotizhongxin,10/21/2013
2013,10,22,118,Aotizhongxin,10/22/2013
2013,10,22,112,Aotizhongxin,10/22/2013
2013,10,22,105,Aotizhongxin,10/22/2013
2013,10,22,102,Aotizhongxin,10/22/2013
2013,10,22,99,Aotizhongxin,10/22/2013
2013,10,22,87,Aotizhongxin,10/22/2013
2013,10,22,81,Aotizhongxin,10/22/2013
2013,10,22,88.0737,Aotizhongxin,10/22/2013
2013,10,22,101,Aotizhongxin,10/22/2013
2013,10,22,127,Aotizhongxin,10/22/2013
2013,10,22,122,Aotizhongxin,10/22/2013
2013,10,22,113,Aotizhongxin,10/22/2013
2013,10,22,91,Aotizhongxin,10/22/2013
2013,10,22,65,Aotizhongxin,10/22/2013
2013,10,22,74,Aotizhongxin,10/22/2013
2013,10,22,88,Aotizhongxin,10/22/2013
2013,10,22,82,Aotizhongxin,10/22/2013
2013,10,22,73,Aotizhongxin,10/22/2013
2013,10,23,73,Aotizhongxin,10/23/2013
2013,10,23,54,Aotizhongxin,10/23/2013
2013,10,23,40,Aotizhongxin,10/23/2013
2013,10,23,38,Aotizhongxin,10/23/2013
2013,10,23,52,Aotizhongxin,10/23/2013
2013,10,23,48,Aotizhongxin,10/23/2013
2013,10,23,51,Aotizhongxin,10/23/2013
2013,10,23,44,Aotizhongxin,10/23/2013
2013,10,23,28,Aotizhongxin,10/23/2013
2013,10,23,20,Aotizhongxin,10/23/2013
2013,10,23,17,Aotizhongxin,10/23/2013
2013,10,23,19,Aotizhongxin,10/23/2013
2013,10,23,23,Aotizhongxin,10/23/2013
2013,10,23,31,Aotizhongxin,10/23/2013
2013,10,23,46,Aotizhongxin,10/23/2013
2013,10,23,76,Aotizhongxin,10/23/2013
2013,10,23,92,Aotizhongxin,10/23/2013
2013,10,23,50,Aotizhongxin,10/23/2013
2013,10,24,19,Aotizhongxin,10/24/2013
2013,10,24,25,Aotizhongxin,10/24/2013
2013,10,24,23,Aotizhongxin,10/24/2013
2013,10,24,27,Aotizhongxin,10/24/2013
2013,10,24,26,Aotizhongxin,10/24/2013
2013,10,24,29,Aotizhongxin,10/24/2013
2013,10,24,52,Aotizhongxin,10/24/2013
2013,10,24,36,Aotizhongxin,10/24/2013
2013,10,24,21,Aotizhongxin,10/24/2013
2013,10,24,15,Aotizhongxin,10/24/2013
2013,10,24,13,Aotizhongxin,10/24/2013
2013,10,24,16,Aotizhongxin,10/24/2013
2013,10,24,17,Aotizhongxin,10/24/2013
2013,10,24,20,Aotizhongxin,10/24/2013
2013,10,24,34,Aotizhongxin,10/24/2013
2013,10,24,43,Aotizhongxin,10/24/2013
2013,10,24,28,Aotizhongxin,10/24/2013
2013,10,24,30,Aotizhongxin,10/24/2013
2013,10,24,32,Aotizhongxin,10/24/2013
2013,10,25,30,Aotizhongxin,10/25/2013
2013,10,25,54,Aotizhongxin,10/25/2013
2013,10,25,70,Aotizhongxin,10/25/2013
2013,10,25,69,Aotizhongxin,10/25/2013
2013,10,25,65,Aotizhongxin,10/25/2013
2013,10,25,44,Aotizhongxin,10/25/2013
2013,10,25,43,Aotizhongxin,10/25/2013
2013,10,25,52,Aotizhongxin,10/25/2013
2013,10,25,34,Aotizhongxin,10/25/2013
2013,10,25,26,Aotizhongxin,10/25/2013
2013,10,25,21,Aotizhongxin,10/25/2013
2013,10,25,16,Aotizhongxin,10/25/2013
2013,10,25,19,Aotizhongxin,10/25/2013
2013,10,25,22,Aotizhongxin,10/25/2013
2013,10,25,24,Aotizhongxin,10/25/2013
2013,10,25,85,Aotizhongxin,10/25/2013
2013,10,25,105,Aotizhongxin,10/25/2013
2013,10,25,118,Aotizhongxin,10/25/2013
2013,10,25,134,Aotizhongxin,10/25/2013
2013,10,25,123,Aotizhongxin,10/25/2013
2013,10,25,103,Aotizhongxin,10/25/2013
2013,10,26,91,Aotizhongxin,10/26/2013
2013,10,26,79,Aotizhongxin,10/26/2013
2013,10,26,65,Aotizhongxin,10/26/2013
2013,10,26,60,Aotizhongxin,10/26/2013
2013,10,26,67,Aotizhongxin,10/26/2013
2013,10,26,66,Aotizhongxin,10/26/2013
2013,10,26,56,Aotizhongxin,10/26/2013
2013,10,26,44,Aotizhongxin,10/26/2013
2013,10,26,59,Aotizhongxin,10/26/2013
2013,10,26,42,Aotizhongxin,10/26/2013
2013,10,26,73,Aotizhongxin,10/26/2013
2013,10,26,123,Aotizhongxin,10/26/2013
2013,10,26,122,Aotizhongxin,10/26/2013
2013,10,26,124,Aotizhongxin,10/26/2013
2013,10,27,114,Aotizhongxin,10/27/2013
2013,10,27,111,Aotizhongxin,10/27/2013
2013,10,27,97,Aotizhongxin,10/27/2013
2013,10,27,92,Aotizhongxin,10/27/2013
2013,10,27,82,Aotizhongxin,10/27/2013
2013,10,27,78,Aotizhongxin,10/27/2013
2013,10,27,70,Aotizhongxin,10/27/2013
2013,10,27,73,Aotizhongxin,10/27/2013
2013,10,27,74,Aotizhongxin,10/27/2013
2013,10,27,102,Aotizhongxin,10/27/2013
2013,10,27,132,Aotizhongxin,10/27/2013
2013,10,27,153,Aotizhongxin,10/27/2013
2013,10,27,156,Aotizhongxin,10/27/2013
2013,10,27,174,Aotizhongxin,10/27/2013
2013,10,27,167,Aotizhongxin,10/27/2013
2013,10,27,162,Aotizhongxin,10/27/2013
2013,10,27,161,Aotizhongxin,10/27/2013
2013,10,27,159,Aotizhongxin,10/27/2013
2013,10,27,158,Aotizhongxin,10/27/2013
2013,10,28,146,Aotizhongxin,10/28/2013
2013,10,28,141,Aotizhongxin,10/28/2013
2013,10,28,134,Aotizhongxin,10/28/2013
2013,10,28,123,Aotizhongxin,10/28/2013
2013,10,28,120,Aotizhongxin,10/28/2013
2013,10,28,118,Aotizhongxin,10/28/2013
2013,10,28,116,Aotizhongxin,10/28/2013
2013,10,28,111,Aotizhongxin,10/28/2013
2013,10,28,113,Aotizhongxin,10/28/2013
2013,10,28,84,Aotizhongxin,10/28/2013
2013,10,28,70,Aotizhongxin,10/28/2013
2013,10,28,94,Aotizhongxin,10/28/2013
2013,10,28,136,Aotizhongxin,10/28/2013
2013,10,28,152,Aotizhongxin,10/28/2013
2013,10,28,139,Aotizhongxin,10/28/2013
2013,10,29,136,Aotizhongxin,10/29/2013
2013,10,29,38,Aotizhongxin,10/29/2013
2013,10,29,24,Aotizhongxin,10/29/2013
2013,10,29,19,Aotizhongxin,10/29/2013
2013,10,29,42,Aotizhongxin,10/29/2013
2013,10,29,52,Aotizhongxin,10/29/2013
2013,10,29,57,Aotizhongxin,10/29/2013
2013,10,29,33,Aotizhongxin,10/29/2013
2013,10,29,25,Aotizhongxin,10/29/2013
2013,10,29,11,Aotizhongxin,10/29/2013
2013,10,29,14,Aotizhongxin,10/29/2013
2013,10,29,18,Aotizhongxin,10/29/2013
2013,10,29,51,Aotizhongxin,10/29/2013
2013,10,29,84,Aotizhongxin,10/29/2013
2013,10,29,91,Aotizhongxin,10/29/2013
2013,10,29,92,Aotizhongxin,10/29/2013
2013,10,29,87,Aotizhongxin,10/29/2013
2013,10,30,87,Aotizhongxin,10/30/2013
2013,10,30,80,Aotizhongxin,10/30/2013
2013,10,30,70,Aotizhongxin,10/30/2013
2013,10,30,59,Aotizhongxin,10/30/2013
2013,10,30,58,Aotizhongxin,10/30/2013
2013,10,30,49,Aotizhongxin,10/30/2013
2013,10,30,50,Aotizhongxin,10/30/2013
2013,10,30,45,Aotizhongxin,10/30/2013
2013,10,30,47,Aotizhongxin,10/30/2013
2013,10,30,75,Aotizhongxin,10/30/2013
2013,10,30,101,Aotizhongxin,10/30/2013
2013,10,30,76,Aotizhongxin,10/30/2013
2013,10,30,98,Aotizhongxin,10/30/2013
2013,10,30,125,Aotizhongxin,10/30/2013
2013,10,30,102,Aotizhongxin,10/30/2013
2013,10,31,120,Aotizhongxin,10/31/2013
2013,10,31,111,Aotizhongxin,10/31/2013
2013,10,31,102,Aotizhongxin,10/31/2013
2013,10,31,91,Aotizhongxin,10/31/2013
2013,10,31,87,Aotizhongxin,10/31/2013
2013,10,31,88,Aotizhongxin,10/31/2013
2013,10,31,81,Aotizhongxin,10/31/2013
2013,10,31,79,Aotizhongxin,10/31/2013
2013,10,31,77,Aotizhongxin,10/31/2013
2013,10,31,80,Aotizhongxin,10/31/2013
2013,10,31,92,Aotizhongxin,10/31/2013
2013,10,31,76,Aotizhongxin,10/31/2013
2013,10,31,70,Aotizhongxin,10/31/2013
2013,10,31,114,Aotizhongxin,10/31/2013
2013,10,31,134,Aotizhongxin,10/31/2013
2013,10,31,135,Aotizhongxin,10/31/2013
2013,10,31,158,Aotizhongxin,10/31/2013
2013,10,31,159,Aotizhongxin,10/31/2013
2013,10,31,138,Aotizhongxin,10/31/2013
2013,10,31,127,Aotizhongxin,10/31/2013
2013,11,1,125,Aotizhongxin,11/1/2013
2013,11,1,131,Aotizhongxin,11/1/2013
2013,11,1,121,Aotizhongxin,11/1/2013
2013,11,1,96,Aotizhongxin,11/1/2013
2013,11,1,107,Aotizhongxin,11/1/2013
2013,11,1,94,Aotizhongxin,11/1/2013
2013,11,1,95,Aotizhongxin,11/1/2013
2013,11,1,86,Aotizhongxin,11/1/2013
2013,11,1,85,Aotizhongxin,11/1/2013
2013,11,1,91,Aotizhongxin,11/1/2013
2013,11,1,101,Aotizhongxin,11/1/2013
2013,11,1,134,Aotizhongxin,11/1/2013
2013,11,1,167,Aotizhongxin,11/1/2013
2013,11,1,147,Aotizhongxin,11/1/2013
2013,11,1,97,Aotizhongxin,11/1/2013
2013,11,1,74,Aotizhongxin,11/1/2013
2013,11,1,93,Aotizhongxin,11/1/2013
2013,11,1,103,Aotizhongxin,11/1/2013
2013,11,2,82,Aotizhongxin,11/2/2013
2013,11,2,83,Aotizhongxin,11/2/2013
2013,11,2,80,Aotizhongxin,11/2/2013
2013,11,2,87,Aotizhongxin,11/2/2013
2013,11,2,84,Aotizhongxin,11/2/2013
2013,11,2,76,Aotizhongxin,11/2/2013
2013,11,2,78,Aotizhongxin,11/2/2013
2013,11,2,85,Aotizhongxin,11/2/2013
2013,11,2,100,Aotizhongxin,11/2/2013
2013,11,2,122,Aotizhongxin,11/2/2013
2013,11,2,137,Aotizhongxin,11/2/2013
2013,11,2,151,Aotizhongxin,11/2/2013
2013,11,2,165,Aotizhongxin,11/2/2013
2013,11,2,159,Aotizhongxin,11/2/2013
2013,11,2,146,Aotizhongxin,11/2/2013
2013,11,2,103,Aotizhongxin,11/2/2013
2013,11,2,107,Aotizhongxin,11/2/2013
2013,11,2,111,Aotizhongxin,11/2/2013
2013,11,2,112,Aotizhongxin,11/2/2013
2013,11,2,109,Aotizhongxin,11/2/2013
2013,11,2,108,Aotizhongxin,11/2/2013
2013,11,2,115,Aotizhongxin,11/2/2013
2013,11,3,119,Aotizhongxin,11/3/2013
2013,11,3,114,Aotizhongxin,11/3/2013
2013,11,3,108,Aotizhongxin,11/3/2013
2013,11,3,101,Aotizhongxin,11/3/2013
2013,11,3,57,Aotizhongxin,11/3/2013
2013,11,3,35,Aotizhongxin,11/3/2013
2013,11,3,37,Aotizhongxin,11/3/2013
2013,11,3,27,Aotizhongxin,11/3/2013
2013,11,3,34,Aotizhongxin,11/3/2013
2013,11,3,38,Aotizhongxin,11/3/2013
2013,11,3,23,Aotizhongxin,11/3/2013
2013,11,3,15,Aotizhongxin,11/3/2013
2013,11,3,12,Aotizhongxin,11/3/2013
2013,11,3,9,Aotizhongxin,11/3/2013
2013,11,3,7,Aotizhongxin,11/3/2013
2013,11,3,8,Aotizhongxin,11/3/2013
2013,11,3,11,Aotizhongxin,11/3/2013
2013,11,3,30,Aotizhongxin,11/3/2013
2013,11,3,48,Aotizhongxin,11/3/2013
2013,11,3,54,Aotizhongxin,11/3/2013
2013,11,3,46,Aotizhongxin,11/3/2013
2013,11,3,41,Aotizhongxin,11/3/2013
2013,11,4,59,Aotizhongxin,11/4/2013
2013,11,4,57,Aotizhongxin,11/4/2013
2013,11,4,49,Aotizhongxin,11/4/2013
2013,11,4,55,Aotizhongxin,11/4/2013
2013,11,4,60,Aotizhongxin,11/4/2013
2013,11,4,43,Aotizhongxin,11/4/2013
2013,11,4,45,Aotizhongxin,11/4/2013
2013,11,4,51,Aotizhongxin,11/4/2013
2013,11,4,39,Aotizhongxin,11/4/2013
2013,11,4,31,Aotizhongxin,11/4/2013
2013,11,4,33,Aotizhongxin,11/4/2013
2013,11,4,41,Aotizhongxin,11/4/2013
2013,11,4,73,Aotizhongxin,11/4/2013
2013,11,4,88,Aotizhongxin,11/4/2013
2013,11,4,93,Aotizhongxin,11/4/2013
2013,11,4,94,Aotizhongxin,11/4/2013
2013,11,4,89,Aotizhongxin,11/4/2013
2013,11,4,87,Aotizhongxin,11/4/2013
2013,11,5,89,Aotizhongxin,11/5/2013
2013,11,5,91,Aotizhongxin,11/5/2013
2013,11,5,86,Aotizhongxin,11/5/2013
2013,11,5,81,Aotizhongxin,11/5/2013
2013,11,5,70,Aotizhongxin,11/5/2013
2013,11,5,67,Aotizhongxin,11/5/2013
2013,11,5,72,Aotizhongxin,11/5/2013
2013,11,5,71,Aotizhongxin,11/5/2013
2013,11,5,94,Aotizhongxin,11/5/2013
2013,11,5,97,Aotizhongxin,11/5/2013
2013,11,5,95,Aotizhongxin,11/5/2013
2013,11,5,93,Aotizhongxin,11/5/2013
2013,11,5,105,Aotizhongxin,11/5/2013
2013,11,5,117,Aotizhongxin,11/5/2013
2013,11,5,140,Aotizhongxin,11/5/2013
2013,11,5,145,Aotizhongxin,11/5/2013
2013,11,5,142,Aotizhongxin,11/5/2013
2013,11,5,133,Aotizhongxin,11/5/2013
2013,11,5,123,Aotizhongxin,11/5/2013
2013,11,5,119,Aotizhongxin,11/5/2013
2013,11,6,111,Aotizhongxin,11/6/2013
2013,11,6,104,Aotizhongxin,11/6/2013
2013,11,6,95,Aotizhongxin,11/6/2013
2013,11,6,89,Aotizhongxin,11/6/2013
2013,11,6,96,Aotizhongxin,11/6/2013
2013,11,6,81,Aotizhongxin,11/6/2013
2013,11,6,76,Aotizhongxin,11/6/2013
2013,11,6,88,Aotizhongxin,11/6/2013
2013,11,6,93,Aotizhongxin,11/6/2013
2013,11,6,100,Aotizhongxin,11/6/2013
2013,11,6,121,Aotizhongxin,11/6/2013
2013,11,6,20,Aotizhongxin,11/6/2013
2013,11,6,17,Aotizhongxin,11/6/2013
2013,11,6,13,Aotizhongxin,11/6/2013
2013,11,6,12,Aotizhongxin,11/6/2013
2013,11,6,16,Aotizhongxin,11/6/2013
2013,11,6,11,Aotizhongxin,11/6/2013
2013,11,6,14,Aotizhongxin,11/6/2013
2013,11,7,15,Aotizhongxin,11/7/2013
2013,11,7,16,Aotizhongxin,11/7/2013
2013,11,7,21,Aotizhongxin,11/7/2013
2013,11,7,33,Aotizhongxin,11/7/2013
2013,11,7,47,Aotizhongxin,11/7/2013
2013,11,7,50,Aotizhongxin,11/7/2013
2013,11,7,49,Aotizhongxin,11/7/2013
2013,11,7,57,Aotizhongxin,11/7/2013
2013,11,7,45,Aotizhongxin,11/7/2013
2013,11,7,37,Aotizhongxin,11/7/2013
2013,11,7,44,Aotizhongxin,11/7/2013
2013,11,7,41,Aotizhongxin,11/7/2013
2013,11,7,30,Aotizhongxin,11/7/2013
2013,11,7,34,Aotizhongxin,11/7/2013
2013,11,7,46,Aotizhongxin,11/7/2013
2013,11,7,72,Aotizhongxin,11/7/2013
2013,11,7,81,Aotizhongxin,11/7/2013
2013,11,7,84,Aotizhongxin,11/7/2013
2013,11,7,85,Aotizhongxin,11/7/2013
2013,11,8,88,Aotizhongxin,11/8/2013
2013,11,8,85,Aotizhongxin,11/8/2013
2013,11,8,80,Aotizhongxin,11/8/2013
2013,11,8,74,Aotizhongxin,11/8/2013
2013,11,8,66,Aotizhongxin,11/8/2013
2013,11,8,65,Aotizhongxin,11/8/2013
2013,11,8,61,Aotizhongxin,11/8/2013
2013,11,8,62,Aotizhongxin,11/8/2013
2013,11,8,59,Aotizhongxin,11/8/2013
2013,11,8,60,Aotizhongxin,11/8/2013
2013,11,8,63,Aotizhongxin,11/8/2013
2013,11,8,75,Aotizhongxin,11/8/2013
2013,11,8,91,Aotizhongxin,11/8/2013
2013,11,8,105,Aotizhongxin,11/8/2013
2013,11,8,115,Aotizhongxin,11/8/2013
2013,11,8,122,Aotizhongxin,11/8/2013
2013,11,8,124,Aotizhongxin,11/8/2013
2013,11,8,127,Aotizhongxin,11/8/2013
2013,11,8,125,Aotizhongxin,11/8/2013
2013,11,8,119,Aotizhongxin,11/8/2013
2013,11,8,110,Aotizhongxin,11/8/2013
2013,11,8,111,Aotizhongxin,11/8/2013
2013,11,9,111,Aotizhongxin,11/9/2013
2013,11,9,107,Aotizhongxin,11/9/2013
2013,11,9,105,Aotizhongxin,11/9/2013
2013,11,9,104,Aotizhongxin,11/9/2013
2013,11,9,103,Aotizhongxin,11/9/2013
2013,11,9,97,Aotizhongxin,11/9/2013
2013,11,9,95,Aotizhongxin,11/9/2013
2013,11,9,101,Aotizhongxin,11/9/2013
2013,11,9,89,Aotizhongxin,11/9/2013
2013,11,9,71,Aotizhongxin,11/9/2013
2013,11,9,50,Aotizhongxin,11/9/2013
2013,11,9,47,Aotizhongxin,11/9/2013
2013,11,9,46,Aotizhongxin,11/9/2013
2013,11,9,18,Aotizhongxin,11/9/2013
2013,11,9,12,Aotizhongxin,11/9/2013
2013,11,9,11,Aotizhongxin,11/9/2013
2013,11,9,8,Aotizhongxin,11/9/2013
2013,11,10,8,Aotizhongxin,11/10/2013
2013,11,10,10,Aotizhongxin,11/10/2013
2013,11,10,11,Aotizhongxin,11/10/2013
2013,11,10,13,Aotizhongxin,11/10/2013
2013,11,10,15,Aotizhongxin,11/10/2013
2013,11,10,17,Aotizhongxin,11/10/2013
2013,11,10,20,Aotizhongxin,11/10/2013
2013,11,10,19,Aotizhongxin,11/10/2013
2013,11,10,12,Aotizhongxin,11/10/2013
2013,11,10,28,Aotizhongxin,11/10/2013
2013,11,10,73,Aotizhongxin,11/10/2013
2013,11,10,80,Aotizhongxin,11/10/2013
2013,11,10,82,Aotizhongxin,11/10/2013
2013,11,10,79,Aotizhongxin,11/10/2013
2013,11,10,53,Aotizhongxin,11/10/2013
2013,11,10,33,Aotizhongxin,11/10/2013
2013,11,11,32,Aotizhongxin,11/11/2013
2013,11,11,42,Aotizhongxin,11/11/2013
2013,11,11,52,Aotizhongxin,11/11/2013
2013,11,11,56,Aotizhongxin,11/11/2013
2013,11,11,55,Aotizhongxin,11/11/2013
2013,11,11,44,Aotizhongxin,11/11/2013
2013,11,11,34,Aotizhongxin,11/11/2013
2013,11,11,41,Aotizhongxin,11/11/2013
2013,11,11,28,Aotizhongxin,11/11/2013
2013,11,11,27,Aotizhongxin,11/11/2013
2013,11,11,23,Aotizhongxin,11/11/2013
2013,11,11,29,Aotizhongxin,11/11/2013
2013,11,11,33,Aotizhongxin,11/11/2013
2013,11,11,64,Aotizhongxin,11/11/2013
2013,11,11,70,Aotizhongxin,11/11/2013
2013,11,11,72,Aotizhongxin,11/11/2013
2013,11,11,74,Aotizhongxin,11/11/2013
2013,11,12,68,Aotizhongxin,11/12/2013
2013,11,12,71,Aotizhongxin,11/12/2013
2013,11,12,76,Aotizhongxin,11/12/2013
2013,11,12,74,Aotizhongxin,11/12/2013
2013,11,12,64,Aotizhongxin,11/12/2013
2013,11,12,63,Aotizhongxin,11/12/2013
2013,11,12,66,Aotizhongxin,11/12/2013
2013,11,12,30,Aotizhongxin,11/12/2013
2013,11,12,19,Aotizhongxin,11/12/2013
2013,11,12,26,Aotizhongxin,11/12/2013
2013,11,12,27,Aotizhongxin,11/12/2013
2013,11,12,29,Aotizhongxin,11/12/2013
2013,11,12,55,Aotizhongxin,11/12/2013
2013,11,12,77,Aotizhongxin,11/12/2013
2013,11,12,78,Aotizhongxin,11/12/2013
2013,11,12,83,Aotizhongxin,11/12/2013
2013,11,12,80,Aotizhongxin,11/12/2013
2013,11,12,75,Aotizhongxin,11/12/2013
2013,11,13,75,Aotizhongxin,11/13/2013
2013,11,13,73,Aotizhongxin,11/13/2013
2013,11,13,59,Aotizhongxin,11/13/2013
2013,11,13,77,Aotizhongxin,11/13/2013
2013,11,13,78,Aotizhongxin,11/13/2013
2013,11,13,83,Aotizhongxin,11/13/2013
2013,11,13,85,Aotizhongxin,11/13/2013
2013,11,13,80,Aotizhongxin,11/13/2013
2013,11,13,89,Aotizhongxin,11/13/2013
2013,11,13,97,Aotizhongxin,11/13/2013
2013,11,13,106,Aotizhongxin,11/13/2013
2013,11,13,112,Aotizhongxin,11/13/2013
2013,11,13,120,Aotizhongxin,11/13/2013
2013,11,13,125,Aotizhongxin,11/13/2013
2013,11,13,130,Aotizhongxin,11/13/2013
2013,11,13,133,Aotizhongxin,11/13/2013
2013,11,13,134,Aotizhongxin,11/13/2013
2013,11,13,129,Aotizhongxin,11/13/2013
2013,11,13,126,Aotizhongxin,11/13/2013
2013,11,14,120,Aotizhongxin,11/14/2013
2013,11,14,111,Aotizhongxin,11/14/2013
2013,11,14,109,Aotizhongxin,11/14/2013
2013,11,14,96,Aotizhongxin,11/14/2013
2013,11,14,82,Aotizhongxin,11/14/2013
