year_aot,month_aot,PM2.5_aot,station_aot,year_chang,month_chang,PM2.5_chang,station_chang
2013,5,32,Aotizhongxin,2013,5,30,Changping
2013,5,31,Aotizhongxin,2013,5,29,Changping
2013,5,55,Aotizhongxin,2013,5,28,Changping
2013,5,57,Aotizhongxin,2013,5,51,Changping
2013,5,79,Aotizhongxin,2013,5,60,Changping
2013,5,40,Aotizhongxin,2013,5,60,Changping
2013,5,62,Aotizhongxin,2013,5,51,Changping
2013,5,47,Aotizhongxin,2013,5,51,Changping
2013,5,50,Aotizhongxin,2013,5,49,Changping
2013,5,65,Aotizhongxin,2013,5,56,Changping
2013,5,54,Aotizhongxin,2013,5,52,Changping
2013,5,54,Aotizhongxin,2013,5,38,Changping
2013,5,66,Aotizhongxin,2013,5,44,Changping
2013,5,65,Aotizhongxin,2013,5,46,Changping
2013,5,81,Aotizhongxin,2013,5,48,Changping
2013,5,76,Aotizhongxin,2013,5,53,Changping
2013,5,86,Aotizhongxin,2013,5,50,Changping
2013,5,74,Aotizhongxin,2013,5,49,Changping
2013,5,79,Aotizhongxin,2013,5,56,Changping
2013,5,102,Aotizhongxin,2013,5,74,Changping
2013,5,132,Aotizhongxin,2013,5,79,Changping
2013,5,108,Aotizhongxin,2013,5,79,Changping
2013,5,92,Aotizhongxin,2013,5,83,Changping
2013,5,94,Aotizhongxin,2013,5,84,Changping
2013,5,103,Aotizhongxin,2013,5,84,Changping
2013,5,103,Aotizhongxin,2013,5,93,Changping
2013,5,113,Aotizhongxin,2013,5,110,Changping
2013,5,109,Aotizhongxin,2013,5,117,Changping
2013,5,110,Aotizhongxin,2013,5,115,Changping
2013,5,110,Aotizhongxin,2013,5,117,Changping
2013,5,133,Aotizhongxin,2013,5,141,Changping
2013,5,146,Aotizhongxin,2013,5,134,Changping
2013,5,113,Aotizhongxin,2013,5,147,Changping
2013,5,71,Aotizhongxin,2013,5,127,Changping
2013,5,64,Aotizhongxin,2013,5,114,Changping
2013,5,52,Aotizhongxin,2013,5,106,Changping
2013,5,55,Aotizhongxin,2013,5,95,Changping
2013,5,60,Aotizhongxin,2013,5,96,Changping
2013,5,58,Aotizhongxin,2013,5,91,Changping
2013,5,64,Aotizhongxin,2013,5,87,Changping
2013,5,98,Aotizhongxin,2013,5,97,Changping
2013,5,101,Aotizhongxin,2013,5,106,Changping
2013,5,88,Aotizhongxin,2013,5,107,Changping
2013,5,72,Aotizhongxin,2013,5,103,Changping
2013,5,81,Aotizhongxin,2013,5,88,Changping
2013,5,69,Aotizhongxin,2013,5,108,Changping
2013,5,70,Aotizhongxin,2013,5,106,Changping
2013,5,57,Aotizhongxin,2013,5,87,Changping
2013,5,41,Aotizhongxin,2013,5,76,Changping
2013,5,35,Aotizhongxin,2013,5,61,Changping
2013,5,36,Aotizhongxin,2013,5,46,Changping
2013,5,22,Aotizhongxin,2013,5,38,Changping
2013,5,29,Aotizhongxin,2013,5,40,Changping
2013,5,29,Aotizhongxin,2013,5,39,Changping
2013,5,31,Aotizhongxin,2013,5,37,Changping
2013,5,29,Aotizhongxin,2013,5,50,Changping
2013,5,31,Aotizhongxin,2013,5,28,Changping
2013,5,24,Aotizhongxin,2013,5,34,Changping
2013,5,32,Aotizhongxin,2013,5,24,Changping
2013,5,57,Aotizhongxin,2013,5,22,Changping
2013,5,65,Aotizhongxin,2013,5,16,Changping
2013,5,44,Aotizhongxin,2013,5,26,Changping
2013,5,37,Aotizhongxin,2013,5,39,Changping
2013,5,29,Aotizhongxin,2013,5,38,Changping
2013,5,32,Aotizhongxin,2013,5,53,Changping
2013,5,37,Aotizhongxin,2013,5,41,Changping
2013,5,51,Aotizhongxin,2013,5,36,Changping
2013,5,68,Aotizhongxin,2013,5,45,Changping
2013,5,87,Aotizhongxin,2013,5,41,Changping
2013,5,102,Aotizhongxin,2013,5,77,Changping
2013,5,114,Aotizhongxin,2013,5,79,Changping
2013,5,95,Aotizhongxin,2013,5,115,Changping
2013,5,86,Aotizhongxin,2013,5,139,Changping
2013,5,87,Aotizhongxin,2013,5,154,Changping
2013,5,96,Aotizhongxin,2013,5,143,Changping
2013,5,105,Aotizhongxin,2013,5,127,Changping
2013,5,161,Aotizhongxin,2013,5,110,Changping
2013,5,187,Aotizhongxin,2013,5,110,Changping
2013,5,201,Aotizhongxin,2013,5,115,Changping
2013,5,188,Aotizhongxin,2013,5,120,Changping
2013,5,190,Aotizhongxin,2013,5,120,Changping
2013,5,185,Aotizhongxin,2013,5,105,Changping
2013,5,225,Aotizhongxin,2013,5,78,Changping
2013,5,185,Aotizhongxin,2013,5,119,Changping
2013,5,171,Aotizhongxin,2013,5,180,Changping
2013,5,152,Aotizhongxin,2013,5,51,Changping
2013,5,87,Aotizhongxin,2013,5,15,Changping
2013,5,58,Aotizhongxin,2013,5,20,Changping
2013,5,46,Aotizhongxin,2013,5,21,Changping
2013,5,42,Aotizhongxin,2013,5,25,Changping
2013,5,53,Aotizhongxin,2013,5,26,Changping
2013,5,49,Aotizhongxin,2013,5,8,Changping
2013,5,67,Aotizhongxin,2013,5,18,Changping
2013,5,71,Aotizhongxin,2013,5,16,Changping
2013,5,34,Aotizhongxin,2013,5,16,Changping
2013,5,32,Aotizhongxin,2013,5,20,Changping
2013,5,35,Aotizhongxin,2013,5,17,Changping
2013,5,23,Aotizhongxin,2013,5,19,Changping
2013,5,25,Aotizhongxin,2013,5,13,Changping
2013,5,28,Aotizhongxin,2013,5,19,Changping
2013,5,28,Aotizhongxin,2013,5,21,Changping
2013,5,32,Aotizhongxin,2013,5,17,Changping
2013,5,41,Aotizhongxin,2013,5,21,Changping
2013,5,48,Aotizhongxin,2013,5,21,Changping
2013,5,48,Aotizhongxin,2013,5,26,Changping
2013,5,39,Aotizhongxin,2013,5,28,Changping
2013,5,26,Aotizhongxin,2013,5,41,Changping
2013,5,19,Aotizhongxin,2013,5,42,Changping
2013,5,31,Aotizhongxin,2013,5,45,Changping
2013,5,39,Aotizhongxin,2013,5,44,Changping
2013,5,55,Aotizhongxin,2013,5,35,Changping
2013,5,65,Aotizhongxin,2013,5,41,Changping
2013,5,77,Aotizhongxin,2013,5,51,Changping
2013,5,95,Aotizhongxin,2013,5,60,Changping
2013,5,100,Aotizhongxin,2013,5,77,Changping
2013,5,108,Aotizhongxin,2013,5,89,Changping
2013,5,99,Aotizhongxin,2013,5,109,Changping
2013,5,80,Aotizhongxin,2013,5,107,Changping
2013,5,70,Aotizhongxin,2013,5,94,Changping
2013,5,71,Aotizhongxin,2013,5,96,Changping
2013,5,71,Aotizhongxin,2013,5,95,Changping
2013,5,68,Aotizhongxin,2013,5,91,Changping
2013,5,73,Aotizhongxin,2013,5,90,Changping
2013,5,72,Aotizhongxin,2013,5,86,Changping
2013,5,83,Aotizhongxin,2013,5,82,Changping
2013,5,110,Aotizhongxin,2013,5,78,Changping
2013,5,92,Aotizhongxin,2013,5,78,Changping
2013,5,90,Aotizhongxin,2013,5,69,Changping
2013,5,91,Aotizhongxin,2013,5,85,Changping
2013,5,121,Aotizhongxin,2013,5,109,Changping
2013,5,115,Aotizhongxin,2013,5,90,Changping
2013,5,118,Aotizhongxin,2013,5,80,Changping
2013,5,99,Aotizhongxin,2013,5,110,Changping
2013,5,111,Aotizhongxin,2013,5,104,Changping
2013,5,102,Aotizhongxin,2013,5,96,Changping
2013,5,119,Aotizhongxin,2013,5,104,Changping
2013,5,136,Aotizhongxin,2013,5,107,Changping
2013,5,141,Aotizhongxin,2013,5,114,Changping
2013,5,144,Aotizhongxin,2013,5,114,Changping
2013,5,119,Aotizhongxin,2013,5,112,Changping
2013,5,98,Aotizhongxin,2013,5,116,Changping
2013,5,63,Aotizhongxin,2013,5,104,Changping
2013,5,67,Aotizhongxin,2013,5,76,Changping
2013,5,48,Aotizhongxin,2013,5,66,Changping
2013,5,44,Aotizhongxin,2013,5,48,Changping
2013,5,36,Aotizhongxin,2013,5,42,Changping
2013,5,44,Aotizhongxin,2013,5,42,Changping
2013,5,35,Aotizhongxin,2013,5,39,Changping
2013,5,38,Aotizhongxin,2013,5,37,Changping
2013,5,57,Aotizhongxin,2013,5,21,Changping
2013,5,46,Aotizhongxin,2013,5,39,Changping
2013,5,57,Aotizhongxin,2013,5,24,Changping
2013,5,52,Aotizhongxin,2013,5,38,Changping
2013,5,36,Aotizhongxin,2013,5,40,Changping
2013,5,38,Aotizhongxin,2013,5,40,Changping
2013,5,57,Aotizhongxin,2013,5,37,Changping
2013,5,60,Aotizhongxin,2013,5,30,Changping
2013,5,67,Aotizhongxin,2013,5,53,Changping
2013,5,73,Aotizhongxin,2013,5,46,Changping
2013,5,87,Aotizhongxin,2013,5,74,Changping
2013,5,86,Aotizhongxin,2013,5,59,Changping
2013,5,85,Aotizhongxin,2013,5,62,Changping
2013,5,89,Aotizhongxin,2013,5,61,Changping
2013,5,94,Aotizhongxin,2013,5,53,Changping
2013,5,88,Aotizhongxin,2013,5,46,Changping
2013,5,100,Aotizhongxin,2013,5,76,Changping
2013,5,100,Aotizhongxin,2013,5,63,Changping
2013,5,107,Aotizhongxin,2013,5,56,Changping
2013,5,94,Aotizhongxin,2013,5,75,Changping
2013,5,78,Aotizhongxin,2013,5,69,Changping
2013,5,64,Aotizhongxin,2013,5,56,Changping
2013,5,65,Aotizhongxin,2013,5,58,Changping
2013,5,95,Aotizhongxin,2013,5,81,Changping
2013,5,72,Aotizhongxin,2013,5,81,Changping
2013,5,73,Aotizhongxin,2013,5,94,Changping
2013,5,79,Aotizhongxin,2013,5,96,Changping
2013,5,103,Aotizhongxin,2013,5,88,Changping
2013,5,99,Aotizhongxin,2013,5,120,Changping
2013,5,87,Aotizhongxin,2013,5,122,Changping
2013,5,71,Aotizhongxin,2013,5,91,Changping
2013,5,35,Aotizhongxin,2013,5,62,Changping
2013,5,58,Aotizhongxin,2013,5,29,Changping
2013,5,62,Aotizhongxin,2013,5,94,Changping
2013,5,59,Aotizhongxin,2013,5,86,Changping
2013,5,59,Aotizhongxin,2013,5,68,Changping
2013,5,56,Aotizhongxin,2013,5,68,Changping
2013,5,52,Aotizhongxin,2013,5,83,Changping
2013,5,44,Aotizhongxin,2013,5,58,Changping
2013,5,56,Aotizhongxin,2013,5,70,Changping
2013,5,72,Aotizhongxin,2013,5,69,Changping
2013,5,83,Aotizhongxin,2013,5,57,Changping
2013,5,74,Aotizhongxin,2013,5,15,Changping
2013,5,54,Aotizhongxin,2013,5,70,Changping
2013,5,34,Aotizhongxin,2013,5,44,Changping
2013,5,14,Aotizhongxin,2013,5,12,Changping
2013,5,7,Aotizhongxin,2013,5,9,Changping
2013,5,5,Aotizhongxin,2013,5,6,Changping
2013,5,6,Aotizhongxin,2013,5,9,Changping
2013,5,7,Aotizhongxin,2013,5,8,Changping
2013,5,10,Aotizhongxin,2013,5,10,Changping
2013,5,7,Aotizhongxin,2013,5,11,Changping
2013,5,7,Aotizhongxin,2013,5,12,Changping
2013,5,6,Aotizhongxin,2013,5,6,Changping
2013,5,9,Aotizhongxin,2013,5,6,Changping
2013,5,8,Aotizhongxin,2013,5,30,Changping
2013,5,9,Aotizhongxin,2013,5,17,Changping
2013,5,8,Aotizhongxin,2013,5,11,Changping
2013,5,8,Aotizhongxin,2013,5,8,Changping
2013,5,13,Aotizhongxin,2013,5,3,Changping
2013,5,5,Aotizhongxin,2013,5,11,Changping
2013,5,18,Aotizhongxin,2013,5,10,Changping
2013,5,27,Aotizhongxin,2013,5,32,Changping
2013,5,33,Aotizhongxin,2013,5,31,Changping
2013,5,37,Aotizhongxin,2013,5,14,Changping
2013,5,39,Aotizhongxin,2013,5,12,Changping
2013,5,41,Aotizhongxin,2013,5,7,Changping
2013,5,44,Aotizhongxin,2013,5,24,Changping
2013,5,43,Aotizhongxin,2013,5,17,Changping
2013,5,48,Aotizhongxin,2013,5,18,Changping
2013,5,44,Aotizhongxin,2013,5,20,Changping
2013,5,41,Aotizhongxin,2013,5,15,Changping
2013,5,31,Aotizhongxin,2013,5,8,Changping
2013,5,39,Aotizhongxin,2013,5,19,Changping
2013,5,47,Aotizhongxin,2013,5,19,Changping
2013,5,56,Aotizhongxin,2013,5,29,Changping
2013,5,55,Aotizhongxin,2013,5,89,Changping
2013,5,78,Aotizhongxin,2013,5,39,Changping
2013,5,107,Aotizhongxin,2013,5,49,Changping
2013,5,76,Aotizhongxin,2013,5,62,Changping
2013,5,76,Aotizhongxin,2013,5,37,Changping
2013,5,38,Aotizhongxin,2013,5,12,Changping
2013,5,38,Aotizhongxin,2013,5,34,Changping
2013,5,54,Aotizhongxin,2013,5,57,Changping
2013,5,68,Aotizhongxin,2013,5,43,Changping
2013,5,65,Aotizhongxin,2013,5,60,Changping
2013,5,67,Aotizhongxin,2013,5,56,Changping
2013,5,66,Aotizhongxin,2013,5,48,Changping
2013,5,63,Aotizhongxin,2013,5,60,Changping
2013,5,54,Aotizhongxin,2013,5,56,Changping
2013,5,49,Aotizhongxin,2013,5,46,Changping
2013,5,45,Aotizhongxin,2013,5,55,Changping
2013,5,47,Aotizhongxin,2013,5,49,Changping
2013,5,54,Aotizhongxin,2013,5,49,Changping
2013,5,62,Aotizhongxin,2013,5,52,Changping
2013,5,75,Aotizhongxin,2013,5,55,Changping
2013,5,90,Aotizhongxin,2013,5,63,Changping
2013,5,98,Aotizhongxin,2013,5,62,Changping
2013,5,101,Aotizhongxin,2013,5,80,Changping
2013,5,108,Aotizhongxin,2013,5,90,Changping
2013,5,108,Aotizhongxin,2013,5,100,Changping
2013,5,114,Aotizhongxin,2013,5,127,Changping
2013,5,117,Aotizhongxin,2013,5,123,Changping
2013,5,115,Aotizhongxin,2013,5,132,Changping
2013,5,116,Aotizhongxin,2013,5,128,Changping
2013,5,114,Aotizhongxin,2013,5,124,Changping
2013,5,115,Aotizhongxin,2013,5,116,Changping
2013,5,117,Aotizhongxin,2013,5,118,Changping
2013,5,115,Aotizhongxin,2013,5,119,Changping
2013,5,118,Aotizhongxin,2013,5,141,Changping
2013,5,118,Aotizhongxin,2013,5,139,Changping
2013,5,113,Aotizhongxin,2013,5,146,Changping
2013,5,110,Aotizhongxin,2013,5,156,Changping
2013,6,115,Aotizhongxin,2013,6,151,Changping
2013,6,114,Aotizhongxin,2013,6,155,Changping
2013,6,123,Aotizhongxin,2013,6,158,Changping
2013,6,135,Aotizhongxin,2013,6,146,Changping
2013,6,127,Aotizhongxin,2013,6,137,Changping
2013,6,133,Aotizhongxin,2013,6,113,Changping
2013,6,139,Aotizhongxin,2013,6,91,Changping
2013,6,134,Aotizhongxin,2013,6,112,Changping
2013,6,124,Aotizhongxin,2013,6,48,Changping
2013,6,99,Aotizhongxin,2013,6,28,Changping
2013,6,92,Aotizhongxin,2013,6,4,Changping
2013,6,53,Aotizhongxin,2013,6,22,Changping
2013,6,27,Aotizhongxin,2013,6,3,Changping
2013,6,27,Aotizhongxin,2013,6,6,Changping
2013,6,18,Aotizhongxin,2013,6,8,Changping
2013,6,23,Aotizhongxin,2013,6,26,Changping
2013,6,16,Aotizhongxin,2013,6,20,Changping
2013,6,17,Aotizhongxin,2013,6,16,Changping
2013,6,3,Aotizhongxin,2013,6,14,Changping
2013,6,10,Aotizhongxin,2013,6,14,Changping
2013,6,20,Aotizhongxin,2013,6,11,Changping
2013,6,48,Aotizhongxin,2013,6,24,Changping
2013,6,41,Aotizhongxin,2013,6,42,Changping
2013,6,41,Aotizhongxin,2013,6,45,Changping
2013,6,54,Aotizhongxin,2013,6,46,Changping
2013,6,61,Aotizhongxin,2013,6,38,Changping
2013,6,60,Aotizhongxin,2013,6,42,Changping
2013,6,64,Aotizhongxin,2013,6,32,Changping
2013,6,70,Aotizhongxin,2013,6,55,Changping
2013,6,119,Aotizhongxin,2013,6,41,Changping
2013,6,151,Aotizhongxin,2013,6,57,Changping
2013,6,202,Aotizhongxin,2013,6,81,Changping
2013,6,211,Aotizhongxin,2013,6,196,Changping
2013,6,230,Aotizhongxin,2013,6,243,Changping
2013,6,228,Aotizhongxin,2013,6,247,Changping
2013,6,232,Aotizhongxin,2013,6,289,Changping
2013,6,250,Aotizhongxin,2013,6,294,Changping
2013,6,221,Aotizhongxin,2013,6,276,Changping
2013,6,229,Aotizhongxin,2013,6,279,Changping
2013,6,235,Aotizhongxin,2013,6,272,Changping
2013,6,184,Aotizhongxin,2013,6,240,Changping
2013,6,152,Aotizhongxin,2013,6,216,Changping
2013,6,121,Aotizhongxin,2013,6,196,Changping
2013,6,121,Aotizhongxin,2013,6,166,Changping
2013,6,121,Aotizhongxin,2013,6,219,Changping
2013,6,122,Aotizhongxin,2013,6,190,Changping
2013,6,118,Aotizhongxin,2013,6,176,Changping
2013,6,133,Aotizhongxin,2013,6,122,Changping
2013,6,126,Aotizhongxin,2013,6,123,Changping
2013,6,129,Aotizhongxin,2013,6,155,Changping
2013,6,136,Aotizhongxin,2013,6,148,Changping
2013,6,166,Aotizhongxin,2013,6,145,Changping
2013,6,174,Aotizhongxin,2013,6,126,Changping
2013,6,167,Aotizhongxin,2013,6,164,Changping
2013,6,162,Aotizhongxin,2013,6,159,Changping
2013,6,174,Aotizhongxin,2013,6,159,Changping
2013,6,180,Aotizhongxin,2013,6,191,Changping
2013,6,174,Aotizhongxin,2013,6,191,Changping
2013,6,136,Aotizhongxin,2013,6,156,Changping
2013,6,104,Aotizhongxin,2013,6,109,Changping
2013,6,70,Aotizhongxin,2013,6,68,Changping
2013,6,53,Aotizhongxin,2013,6,36,Changping
2013,6,50,Aotizhongxin,2013,6,53,Changping
2013,6,56,Aotizhongxin,2013,6,35,Changping
2013,6,62,Aotizhongxin,2013,6,88,Changping
2013,6,105,Aotizhongxin,2013,6,122,Changping
2013,6,75,Aotizhongxin,2013,6,105,Changping
2013,6,89,Aotizhongxin,2013,6,108,Changping
2013,6,100,Aotizhongxin,2013,6,115,Changping
2013,6,111,Aotizhongxin,2013,6,119,Changping
2013,6,147,Aotizhongxin,2013,6,102,Changping
2013,6,135,Aotizhongxin,2013,6,98,Changping
2013,6,138,Aotizhongxin,2013,6,94,Changping
2013,6,135,Aotizhongxin,2013,6,100,Changping
2013,6,150,Aotizhongxin,2013,6,103,Changping
2013,6,203,Aotizhongxin,2013,6,154,Changping
2013,6,175,Aotizhongxin,2013,6,185,Changping
2013,6,182,Aotizhongxin,2013,6,204,Changping
2013,6,170,Aotizhongxin,2013,6,195,Changping
2013,6,148,Aotizhongxin,2013,6,172,Changping
2013,6,152,Aotizhongxin,2013,6,162,Changping
2013,6,135,Aotizhongxin,2013,6,173,Changping
2013,6,128,Aotizhongxin,2013,6,164,Changping
2013,6,117,Aotizhongxin,2013,6,140,Changping
2013,6,121,Aotizhongxin,2013,6,122,Changping
2013,6,98,Aotizhongxin,2013,6,100,Changping
2013,6,80,Aotizhongxin,2013,6,98,Changping
2013,6,80,Aotizhongxin,2013,6,134,Changping
2013,6,73,Aotizhongxin,2013,6,129,Changping
2013,6,81,Aotizhongxin,2013,6,132,Changping
2013,6,73,Aotizhongxin,2013,6,140,Changping
2013,6,81,Aotizhongxin,2013,6,142,Changping
2013,6,81,Aotizhongxin,2013,6,112,Changping
2013,6,77,Aotizhongxin,2013,6,80,Changping
2013,6,76,Aotizhongxin,2013,6,134,Changping
2013,6,74,Aotizhongxin,2013,6,141,Changping
2013,6,74,Aotizhongxin,2013,6,126,Changping
2013,6,68,Aotizhongxin,2013,6,110,Changping
2013,6,61,Aotizhongxin,2013,6,107,Changping
2013,6,62,Aotizhongxin,2013,6,113,Changping
2013,6,81,Aotizhongxin,2013,6,99,Changping
2013,6,83,Aotizhongxin,2013,6,76,Changping
2013,6,68,Aotizhongxin,2013,6,81,Changping
2013,6,88,Aotizhongxin,2013,6,94,Changping
2013,6,96,Aotizhongxin,2013,6,102,Changping
2013,6,126,Aotizhongxin,2013,6,88,Changping
2013,6,126,Aotizhongxin,2013,6,124,Changping
2013,6,125,Aotizhongxin,2013,6,138,Changping
2013,6,161,Aotizhongxin,2013,6,156,Changping
2013,6,156,Aotizhongxin,2013,6,148,Changping
2013,6,162,Aotizhongxin,2013,6,162,Changping
2013,6,175,Aotizhongxin,2013,6,176,Changping
2013,6,202,Aotizhongxin,2013,6,159,Changping
2013,6,203,Aotizhongxin,2013,6,160,Changping
2013,6,182,Aotizhongxin,2013,6,169,Changping
2013,6,176,Aotizhongxin,2013,6,146,Changping
2013,6,166,Aotizhongxin,2013,6,180,Changping
2013,6,169,Aotizhongxin,2013,6,149,Changping
2013,6,159,Aotizhongxin,2013,6,166,Changping
2013,6,133,Aotizhongxin,2013,6,142,Changping
2013,6,132,Aotizhongxin,2013,6,146,Changping
2013,6,158,Aotizhongxin,2013,6,179,Changping
2013,6,160,Aotizhongxin,2013,6,138,Changping
2013,6,152,Aotizhongxin,2013,6,122,Changping
2013,6,122,Aotizhongxin,2013,6,108,Changping
2013,6,105,Aotizhongxin,2013,6,94,Changping
2013,6,81,Aotizhongxin,2013,6,93,Changping
2013,6,90,Aotizhongxin,2013,6,68,Changping
2013,6,74,Aotizhongxin,2013,6,103,Changping
2013,6,91,Aotizhongxin,2013,6,84,Changping
2013,6,107,Aotizhongxin,2013,6,85,Changping
2013,6,115,Aotizhongxin,2013,6,94,Changping
2013,6,110,Aotizhongxin,2013,6,100,Changping
2013,6,129,Aotizhongxin,2013,6,106,Changping
2013,6,117,Aotizhongxin,2013,6,81,Changping
2013,6,162,Aotizhongxin,2013,6,86,Changping
2013,6,140,Aotizhongxin,2013,6,97,Changping
2013,6,134,Aotizhongxin,2013,6,99,Changping
2013,6,132,Aotizhongxin,2013,6,99,Changping
2013,6,136,Aotizhongxin,2013,6,99,Changping
2013,6,135,Aotizhongxin,2013,6,108,Changping
2013,6,141,Aotizhongxin,2013,6,156,Changping
2013,6,125,Aotizhongxin,2013,6,152,Changping
2013,6,135,Aotizhongxin,2013,6,126,Changping
2013,6,146,Aotizhongxin,2013,6,154,Changping
2013,6,142,Aotizhongxin,2013,6,151,Changping
2013,6,133,Aotizhongxin,2013,6,136,Changping
2013,6,115,Aotizhongxin,2013,6,170,Changping
2013,6,104,Aotizhongxin,2013,6,140,Changping
2013,6,99,Aotizhongxin,2013,6,132,Changping
2013,6,91,Aotizhongxin,2013,6,105,Changping
2013,6,94,Aotizhongxin,2013,6,106,Changping
2013,6,74,Aotizhongxin,2013,6,67,Changping
2013,6,95,Aotizhongxin,2013,6,75,Changping
2013,6,130,Aotizhongxin,2013,6,93,Changping
2013,6,136,Aotizhongxin,2013,6,72,Changping
2013,6,136,Aotizhongxin,2013,6,93,Changping
2013,6,102,Aotizhongxin,2013,6,120,Changping
2013,6,134,Aotizhongxin,2013,6,139,Changping
2013,6,134,Aotizhongxin,2013,6,123,Changping
2013,6,130,Aotizhongxin,2013,6,136,Changping
2013,6,143,Aotizhongxin,2013,6,140,Changping
2013,6,130,Aotizhongxin,2013,6,126,Changping
2013,6,132,Aotizhongxin,2013,6,130,Changping
2013,6,137,Aotizhongxin,2013,6,128,Changping
2013,6,138,Aotizhongxin,2013,6,126,Changping
2013,6,143,Aotizhongxin,2013,6,124,Changping
2013,6,134,Aotizhongxin,2013,6,118,Changping
2013,6,118,Aotizhongxin,2013,6,107,Changping
2013,6,119,Aotizhongxin,2013,6,98,Changping
2013,6,125,Aotizhongxin,2013,6,109,Changping
2013,6,136,Aotizhongxin,2013,6,118,Changping
2013,6,124,Aotizhongxin,2013,6,134,Changping
2013,6,145,Aotizhongxin,2013,6,138,Changping
2013,6,212,Aotizhongxin,2013,6,112,Changping
2013,6,232,Aotizhongxin,2013,6,126,Changping
2013,6,237,Aotizhongxin,2013,6,126,Changping
2013,6,240,Aotizhongxin,2013,6,154,Changping
2013,6,235,Aotizhongxin,2013,6,154,Changping
2013,6,209,Aotizhongxin,2013,6,182,Changping
2013,6,188,Aotizhongxin,2013,6,159,Changping
2013,6,195,Aotizhongxin,2013,6,160,Changping
2013,6,189,Aotizhongxin,2013,6,101,Changping
2013,6,190,Aotizhongxin,2013,6,76,Changping
2013,6,175,Aotizhongxin,2013,6,76,Changping
2013,6,161,Aotizhongxin,2013,6,94,Changping
2013,6,174,Aotizhongxin,2013,6,94,Changping
2013,6,176,Aotizhongxin,2013,6,73,Changping
2013,6,162,Aotizhongxin,2013,6,70,Changping
2013,6,144,Aotizhongxin,2013,6,86,Changping
2013,6,124,Aotizhongxin,2013,6,58,Changping
2013,6,113,Aotizhongxin,2013,6,91,Changping
2013,6,93,Aotizhongxin,2013,6,81,Changping
2013,6,106,Aotizhongxin,2013,6,81,Changping
2013,6,58,Aotizhongxin,2013,6,22,Changping
2013,6,12,Aotizhongxin,2013,6,22,Changping
2013,6,3,Aotizhongxin,2013,6,12,Changping
2013,6,3,Aotizhongxin,2013,6,18,Changping
2013,6,9,Aotizhongxin,2013,6,13,Changping
2013,6,10,Aotizhongxin,2013,6,21,Changping
2013,6,3,Aotizhongxin,2013,6,21,Changping
2013,6,12,Aotizhongxin,2013,6,18,Changping
2013,6,13,Aotizhongxin,2013,6,52,Changping
2013,6,15,Aotizhongxin,2013,6,52,Changping
2013,6,18,Aotizhongxin,2013,6,28,Changping
2013,6,25,Aotizhongxin,2013,6,28,Changping
2013,6,18,Aotizhongxin,2013,6,17,Changping
2013,6,6,Aotizhongxin,2013,6,3,Changping
2013,6,22,Aotizhongxin,2013,6,3,Changping
2013,6,22,Aotizhongxin,2013,6,47,Changping
2013,6,11,Aotizhongxin,2013,6,48,Changping
2013,6,14,Aotizhongxin,2013,6,4,Changping
2013,6,22,Aotizhongxin,2013,6,11,Changping
2013,6,24,Aotizhongxin,2013,6,12,Changping
2013,6,25,Aotizhongxin,2013,6,3,Changping
2013,6,15,Aotizhongxin,2013,6,3,Changping
2013,6,16,Aotizhongxin,2013,6,3,Changping
2013,6,23,Aotizhongxin,2013,6,3,Changping
2013,6,41,Aotizhongxin,2013,6,3,Changping
2013,6,38,Aotizhongxin,2013,6,3,Changping
2013,6,34,Aotizhongxin,2013,6,3,Changping
2013,6,20,Aotizhongxin,2013,6,3,Changping
2013,6,11,Aotizhongxin,2013,6,3,Changping
2013,6,19,Aotizhongxin,2013,6,6,Changping
2013,6,14,Aotizhongxin,2013,6,8,Changping
2013,6,16,Aotizhongxin,2013,6,8,Changping
2013,6,28,Aotizhongxin,2013,6,12,Changping
2013,6,36,Aotizhongxin,2013,6,2,Changping
2013,6,36,Aotizhongxin,2013,6,13,Changping
2013,6,32,Aotizhongxin,2013,6,3,Changping
2013,6,42,Aotizhongxin,2013,6,3,Changping
2013,6,40,Aotizhongxin,2013,6,11,Changping
2013,6,41,Aotizhongxin,2013,6,11,Changping
2013,6,48,Aotizhongxin,2013,6,9,Changping
2013,6,68,Aotizhongxin,2013,6,10,Changping
2013,6,68,Aotizhongxin,2013,6,3,Changping
2013,6,76,Aotizhongxin,2013,6,9,Changping
2013,6,70,Aotizhongxin,2013,6,3,Changping
2013,6,75,Aotizhongxin,2013,6,6,Changping
2013,6,79,Aotizhongxin,2013,6,7,Changping
2013,6,90,Aotizhongxin,2013,6,3,Changping
2013,6,109,Aotizhongxin,2013,6,3,Changping
2013,6,139,Aotizhongxin,2013,6,3,Changping
2013,6,124,Aotizhongxin,2013,6,3,Changping
2013,6,95,Aotizhongxin,2013,6,3,Changping
2013,6,47,Aotizhongxin,2013,6,3,Changping
2013,6,60,Aotizhongxin,2013,6,3,Changping
2013,6,26,Aotizhongxin,2013,6,18,Changping
2013,6,19,Aotizhongxin,2013,6,3,Changping
2013,6,21,Aotizhongxin,2013,6,3,Changping
2013,6,57,Aotizhongxin,2013,6,27,Changping
2013,6,48,Aotizhongxin,2013,6,3,Changping
2013,6,52,Aotizhongxin,2013,6,3,Changping
2013,6,62,Aotizhongxin,2013,6,3,Changping
